LGA,Ward,Polling Unit Name
Kukawa,Kukawa,Kukawa Pri. Sch. I; Kukawa Pri. Sch. II; Kukawa Dispensary; Kukawa Lawanti; Kukawa Viewing Centre; Mangari; Bashari; Dunblam; Kaine; Goni Sulumti; Kesakolkolla; Kuski; Guwema
Kukawa,Moduari / Barwari,Moduari / Barwati; Barwati; Garin Baba Gana
Kukawa,Yoyo,Yoyo Lawanti; Yoyo Fatoma; Aida Kuraram
Kwaya / Kusar,Gondi,Wandali Pri. Sch. I; Wandali Pri. Sch. II; Wandali K. Lawan; Tudun Wada; Minta Wandali Pri. Sch.; Simsira K. Bulama; Katsina K. Bulama
Kwaya / Kusar,Gusi / Billa,Gusi Pali Barka Pri. Sch.; Gusi K. Lawan; Kubo Gusi K. Bulama; Gusi Dunkur Pri. Sch.; Guburde Billa; Bila Fika Pri. Sch.; Bila Kogu Pri. Sch.; Mindikutuki Pri. Sch.; Bila Kogu K. Bulama; Gaidam K. Bulama; Kwathlang K. Bulama
Kwaya / Kusar,Guwal,Guwal Pri. Sch. I; Guwal Pri. Sch. II; Guwal K. Garga; Jalingo I; Jalingo II; Savira
Kwaya / Kusar,Kubuku,Kubuku Pri. Sch. I; Kubuku Pri. Sch. II; Hema Pri. Sch.; Dayar Pri. Sch.; Dzathu Pri. Sch.; Dayar Kulthi Salihu
Kwaya / Kusar,Kurba,Kurba Pri. Sch.; Kurba Dispensary; Jugal K. Bulama; Tashan Gambo; Laro K. Bulama; Zobi K. Bulama; Yumbu Pri. Sch.
Kwaya / Kusar,Kwaya Kusar,Kwayakusar Pri. Sch. I; Kwayakusar Pri. Sch. II; E. P. I Office; Kofan Hakimi; Maina Ali Zobi; Bakin Kasuwa I; Bakin Kasuwa II; Gadam Pri. Sch.; Guba Pri. Sch.; Gashina Pri. Sch.; Jafi Pri. Sch.; Maiba Pri. Sch.
Kwaya / Kusar,Peta,Peta Pri. Sch.; Peta Dispensary; Kunathlang Pry. Sch; Moko Jakali; Moku K. Bulama; Yaulari Pri. Sch
Kwaya / Kusar,Wada,Wada Pri. Sch.; Wada K. Bulama; Milda Pesing Pri. Sch.; Milda Galadima; Milda Jakali; Pankilang; Kogu K. Bulama
Kwaya / Kusar,Wawa,Wawa Pri. Sch.; Wawa K. Bulama; Mbula K. Bulama; Magunta K. Bulama; Gundula
Kwaya / Kusar,Yimirthalang,Yimirthlalang Pri. Sch. I; Yimirthlalang Pri. Sch. II; Yimirthlalang Dispensary I; Yimirthlalang Dispensary II; Bahai Pri. Sch.; Biladzi Pri. Sch.; Lesga K. Bulama; Garin Kare Kare
Mafa,Abbari,Abbari; Moboshe; Zangabe I; Zangabe II
Mafa,Anadua,Anadua; Ajiri Pri. Sch. I; Ajiri Pri. Sch. II; Boskoro
Mafa,Gawa,Dogumba I; Dogumba II; Gawa I; Gawa II; Kajeri; Gumshe; Ma'A Kasuwa
Mafa,Koshebe,Koshebe I; Koshebe II; Koshebe III; Koshebe IV; Ngudda I; Ngudda II; Kulburam
Mafa,Laje,Laje Pri. Sch. I; Laje Pri. Sch. II; Ajiri Lawanti; Maska Lawanti; Laje Bulwa
Mafa,Loskuri,Loskuri Pry. Sch; Loskuri Lawanti; Ngowom Pri. Sch.; Ngowom Bulamari; Baleri Pri. Sch.; Baleri Bulamari; Jalta Kawu; Ali Ganari Pri. Sch.
Mafa,Ma'Afa,Ma'Afa I; Aza Baimaram; Azabaimari; Aza - Nguro
Mafa,Mafa,Mafa Central Pri. Sch. I; Mafa Central Pri. Sch. II; Bulamari I; Bulamari II; Dongo; Mafa Ajari
Mafa,Masu,"Masu Pry. Sch; Chingowa; Ma A Fainde; Ma,A Sheriffti; Ma'A Burni; Mbutta Pri. Sch."
Mafa,Mujigine,Mujigine I; Mujigine II; Awada I; Awada II; Momo I; Momo II; Signabaya I; Signabaya II; Signabaya III; Signabaya IV; Kaltaram; Maskate; Ba'Ale; Giskilla; Kudo Mukdo
Mafa,Tamsu Ngamdua,Tamsu - Ngamdua I; Tamsu - Ngamdua II; Margimari I; Margimari II; Mala Kyariri I; Mala Kyariri II; Zannari I; Zannari II; Zannari III; Zannari IV
Magumeri,Ardo Ram,Ardoram Pry. Sch I; Ardoram Pry Sch II; Ngollomari; Ka'Ashiya
Magumeri,Ayi / Yasku,Ayi Lawanti; Yasku Lawanti; Mursala I; Mursala II
Magumeri,Borno Yesu,Borno Yesu Pri. Sch. I; Borno Yesu Pri. Sch. II; Busuguna; Nyam - Nyammaram; Shashiya; Ladi Isa Ngudiye I; Ladi Isa Ngudiye II
Magumeri,Furram,Furram Pri. Sch.; Bam Chira'A; Ghuskur
Magumeri,Gaji Ganna I,Gaji Ganna Lawanti; Gaji Ganna Pri. Sch.; Police Station ; Gaji Ganna Police Station; Sugunti; Kar Nowa
Magumeri,Gaji Ganna II,Suria Retin I; Suria Retin II; Titiwa Bulama Mastafa I; Titiwa Bulama Mastafa II; Kurmeri I; Kurmeri II; Abatcha Fandiri
Magumeri,Hoyo / Chin Gowa,Chingowa Lawanti ; Chin Gowa Pri. Sch.; Maramari; Wuryemiri I; Wuryemiri  II; Kuwami
Magumeri,Kalizoram / Banoram,Banoram Pri. Sch.; Banoram Dispensary; Ali Gajiri; Modu Kurari; Kaliari; Kalizoram
Magumeri,Kareram,Galtaru; Kareram Dungari; Bulabulin
Magumeri,Kubti,Kubti Lawanti; Kubti Dispensary; Kubti Summari I; Kubti Summari II; Bukar Majiri I; Bukar Majiri II
Magumeri,Magumeri,Ajari; Kasugula; Ngurmai; Fantamiri; Ngaburawa; Malari I; Malari II
Magumeri,Ngamma,Ngamma Pri. Sch.; Malam Mairari I; Malam Mairari II; Malam Mairari III; Malam Umarari I; Malam Umarari II; Ngamma Dispensary
Magumeri,Ngubala,Ngubala Pry Sch; Jaddadari; Bamma Pri. Sch.; Bamma Dispensary; Shettimari
Maiduguri M. C.,Bolori I,"Alh. Bulama Modu I; Alh. Bulama Modu II; Alh. Tahir; Alh. Tahir Lawanti; Goni Tijani I; Goni Tijani II; Bulama Ardo I; Bulama Ardo II; Mallam Karube I; Mallam Karube II; Goni Garba Buzu; Yusufu Bulama I; Yusufu Bulama II; Tsoho Mai Kwano I; Tsoho Mai Kwano II; Fed. Low Cost Pri. Sch. I; Fed. Low Cost Pri. Sch. II; Pela Super Market I; Pela Super Market II; Baga Road Motor Park; Mai Adashe; Alh. Bunu Churo Kusko; Vendor Desk ; Post Office I ; Post Office II ; Chibok Close ; Bulama Shuwari I; Bulama Shuwari II; New Hope Nursary I ; New Hope Nursary II ; Bulama Kyari Musari; Bulama Mustapha M. Umairi; Bri. Maimalari Day Sec. Sch. I; Bri. Maimalari Day Sec. Sch. II; Opp. D / 23, Fed. Low Cost Qtrs.; Bolori Pri. Sch. I; Bolori Pri. Sch. II"
Maiduguri M. C.,Bolori II,Bulama A. Mohammed I; Bulama A. Mohammed II; Mallam Baba Ohoye I; Mallam Baba Ohoye II; Bulama Bukar Tela; M. Sale Jajiri I; M. Sale Jajiri II; M. Sale Jajiri III; Zajiri Govt. Day Sec. Sch. I; Zajiri Govt. Day Sec. Sch. II; Zajiri Govt. Day Sec. Sch. III; Zajiri Pri. Sch. I; Zajiri Pri. Sch. II; Modu Tela; Zajiri Dispensary I; Zajiri Dispensary II; Bulama Bukar Telah; Bulama Kolo; Ali Kotoko I; Ali Kotoko II; Ali Kotoko III; Bulama Kashim; Zari Modu; Hajja Zara; Bulama Tahiru; Bulama Alh. Bunu Telah; Bulama Abdu Mohammed; Alh. Umara Mamman I; Alh. Umara Mamman II; Alh. Umara Mamman III; Bulama Malah; Bulama Modu Shuwa I; Bulama Modu Shuwa II; Bulama Alh. Sulum I; Bulama Alh. Sulum II; Bulama Mari; Bulama Abba Makinta I; Bulama Abba Makinta II; Bulama Kallah; Bulama Alh. Maina; Near Bore Hole; Bulama Ali Usman I; Bulama Ali Usman II; Bulama Garba Mohammed I; Bulama Garba Mohammed II; Bulama Boleya I; Bulama Boleya II; Bulama Boleya III; Alhaji Awi Mandara; Army Children Pri. Sch. I; Army Children Pri. Sch. II; Bulama Talba; Bulama Ali I; Bulama Ali II; Bulama Goni Kyari; Bulama Diya; Bulama Goni Goroma I; Alh. Modu Goni Ngarnam; Bulama Goni Goroma II; Bulama Ngarannam; Bulama Bukar Birkila; Bulama Kabajan; Bulama Mele; Modu Gana Mustpha; Bulama Ali Sulum; Bulama Aji; Goni Damgari; Alhaji Goni Kyari
Maiduguri M. C.,Bulablin,"Goni Abdulsalam, Bulabulin; Alh. Tahashoma, Bulabulin; Bulabulin; Alh. Sheriff Dizalma, Bulabulin; Filling Bola, Bulabulin; Ali Fika, Bulabulin; Mallam Dungus, Bulabulin; Mamman Goroma, Bulabulin I; Ali Duwari, Bulabulin; Alh. Garba Satomi I; Alh. Garba Satomi II; Bulama Madu I; Bulama Madu II; Tuja Kuraman I; Tuja Kuraman II; Bula Bulin Dispensary I; Bula Bulin Dispensary II; Abba Aji; Alh. Sulaiman; Adamu Miyo; Mamman Goroma II; Bukar Budum; Alh. Mamman Gashua. Bulabulin; Alh. Modu Bulama Bulabulin; Alh. Mamman Goroma III; Alh Modu Gana; Abatcha Umar; Monday Market Round About; Baba Pada; Kagel Mari Police Station; Lamisawa Gate; Umar Bulama; Ali Baitalma; Alh. Modu Ngoya; Alh. Bukar Kukareta; Alh. Abatcha Kawari; Alh. Hamza Tabaco; Kullogumna Pri. Sch.; Tijani Dan Haya; Alh. Umar Dala; Karama Kuturu I; Karama Kuturu II; Goni Bukar Goche; Lawan Musa; Adamu Dan Kolluri; Bulabulin Day Sec. Sch."
Maiduguri M. C.,Fezzan,Alh. Abakos; Alh. Ibrahim Imam; Alh. Sheriff Sanda; Lawan Hassan; Mustapha Katifama; Baba Kura Yusuf I; Baba Kura Yusuf II; Furmari; Alh. Bukar Mulima; Bazambari; Aji Modu Ngaji; Alh. Dori; Ibrahim Adumi I; Ibrahim Adumi II; Bashir's Frontage; Furmari Mosque II; Mustapha Kachalla
Maiduguri M. C.,Gamboru Liberty,Alh. Mamman Dan Shuwa I; Alh. Mamman Dan Shuwa II; Waziri Gwoza I; Waziri Gwoza II; Alh. Kashim I; Alh. Kashim II; Alh. Tahir; Bulama Kangadi; Bundum Pri. Sch.; Abba Ali Kaka Gida; Bulama Ali Musa; Malam Usman Abubakar Kaduna; Malam Bukar Bololoma I; Malam Bukar Bololoma II; Boy Scout Premises; Lawan Mala Ali Liberty; Bulama Kyari Bukar I; Bulama Kyari Bukar II; Alh Modu Ngubdo; Bulama Mongunoma; Gamboru Alhajiri Pri. Sch. I; Gamboru Alhajiri Pri. Sch. II; Abba Aji Sudan I; Abba Aji Sudan II; Tandari  Gate I; Tandari  Gate II; Mai Anuguwa's Gate I; Mai Anguwa' S Gate II; Bulama Mustapha; Abba Gana Benishiek; Bulama Meremi's Gate I; Bulama Meremi's Gate II; Fulatari; Bulama Modu; Alh. Wasili I; Alh. Wasili III; Mallam Usman Mai Kachallah; Alh. Zakariya Musa; Alh. Kolomi Mai Kanti I; Alh. Mamman Dilar; Alh. Konto ; Alh. Kolomi Mai Kanti II; Dandal Police Qtrs; Alh Usman Zango Koya; Infront Of Sahara Hotel
Maiduguri M. C.,Gwange I,Bulama Jidda Moh'D; General Moh'D Shuwa; Bulama Alh. Kangadi; Alh. Magira Tom; Umar Mustapha; Goni Habu I; Goni Habu II; Bulama Abba; Alhaji Adamu Jikan Ladi I; Alhaji Adamu Jikan Ladi II; Wakil Usman; Alh. Maikanti; Alh. Modu Fugura; Sheikh Ibrahim Sale; Alh. Zawami; Alh. Yakwami; Usman Ali Shuwari; Alh. Audu Adam; Abdulkadir Isa; Bulama Alhaji Hassan I; Bulama Alhaji Hassan II; Mallam Lawan; Mallam Goni Usman; Alh Grema Tailor I; Alh Grema Tailor II; Gwange II Pri. Sch.; Alh. Hassan Karen Gusau I; Alh. Hassan Karen Gusau II; Bulama Ali Daji; Waziri Modu; Alh. Ibrahim Dutse; Lawan's Gate; Alhaji Maina Umar; Zanna Bukar Mandara I; Zanna Bukar Mandara II; Alkali Mustapha; Bulama Umoru; Sergant Hassan Wakil; Alhaji Bunu Shriff; Alhaji Makinta; Alh. Uban Kare; Alh. Murtala; Alh. Babbale; Alh. Baba Umoru; Goni Baitu Ma'Ajir; Youth Centre; Zanna Bukar Dipcharima; Alh. Sani Mai Lemo
Maiduguri M. C.,Gwange II,Alh. Ali Kuyima I; Alh. Ali Kuyima II; Bulama Karubu I; Bulama Karubu II; Goni Ibrahim; Alh. Modu Kulloma; Alh. Modu Kura Maimai; Goni Bukar Kolo; Gwange . IV. Pri. Sch.; Alh. Abba Ali Bosoma I; Alh. Abba Ali Bosoma II; Bulama Goni Bukar; Alh. Ali Kidaji; Bulama Modu Tamsuwa I; Bulama Modu Tamsuwa II; Captain Adamu Shuwa; Adamu Mai Chemist; Mallam Hussaini Darman; Bulama Abbas; Ramatu Ngaloma; Baba Mustapha Premier; Bulama Ali; Ya Hajja Kwayam; Alh. Garba Andasa; Sehttima Ali Kidaji; Mustapha Gwange I; Mustapha Gwange II; Hajja Mai Tuwon Yasin; Alh. Usman Tabacco I; Alh. Usman Tabacco II; Zanna Ibrahim; Alh. Sanusi; Alh. Ibrahim D. P. P Noma; Alh. Manu Mai Kifi; Alh. Tukur Waziri; Alh. Sule Idrissa; Alh. Modu Benishiek; Gwange Area Court I; Gwange Area Court II; Alh. Kawu; Alh. Bukar Umar; Goni Bukar; Ya - Lau - Lau; Goni Modu Shettima; Mustapha Amsatabe; Zarma Driver; M. Kollo Tailor; Hajiya Laraba; Bulama B. Ngoma; Former Naira Club Hotel
Maiduguri M. C.,Gwange III,Alh. Zanna Ibrahim Gujba I; Alh. Zanna Ibrahim Gujba II; Winner Chemist; Alh. Kyari; Bulama Usman; Baba Meremi; Alh. Isa Marghi; Alh. Umar Marte; Alhaji Musti; Mallam Usman I; Mallam Usman II; Alh Modu Njammaina I; Alh Modu Njammaina II; Mallam Usman III; Alh. Ali Ngubdo; Bulama Ali; Bulama Mustapha D. Kyari; Gwange Pri. Sch. III; Bulama Abba Umar; Alh. Konto; Ambassador Mahmud Ahmed; Hajja Mairo Mai Tuwo I; Hajja Mairo Mai Tuwo II; Bulama Wakil Kadai; Alh. Abba Kaka Yerima; Alh. Ali Tabacco; Alh. Garba Doctor; Alh. Bashir; Alh. Modu Kofa; Goni Modu Fanta Kurmi; Makinta Modu; Alh. Bukar Dantrader; Goni Shettima; Goni Tijjani; Alh. Ali Gegeya I; Alh. Ali Gegeya II; Zanna Masu; Mustapha Ali Gubio; Modu Malari; Alh. Awana Dilar; Lawanti's Gate; Press Centre Junction New G. R. A; Former Baba Goni Machina's Gate; Adamu Daya
Maiduguri M. C.,Hausari/Zango,Sir Kashim Area I; Sir Kashim Area II; Kofar Bulama - I; Kofar Bulama - II; Alh. Bukar Kunduli; Bukar Bintumi Tela; Mallam K. Mohammed I; Mallam K. Mohammed II; Mallam Modu Tambari I; Mallam Modu Tambari II; Alhaji Bamus Gate; Alhaji Ishaku Tela; Alhaji Jibrin Usman; Alhaji Usman Danladi; Opposite Kofar Lawan; Alhaji Garba Kano; Bulama Makinta; Battaiya Area; Modu Sulum; Hausari Primary School; Alhaji Modu Alhaji Hassan; Alhaji Mustapha Haruna; Alhaji Mikos Gate; Alh. Zangina I; Alh. Zangina II; Unguwar Tsakiya/Duriya Tanda; Alhaji Dan Iya Dawala I; Alhaji Dan Iya Dawala II; Balama Shettima; Ahmed Borko; Yunus Adisa Zango; Alhaji Mustapha; Bukar Gaidam I; Bukar Gaidam II; Alhaji Tsoho Maikano; A. Goni Muktar; Alhaji Mai Uda; Murtala Mai Wake; Hajja Zango; Modu Dadabe; Ishaku Haruna; Alhaji Mala Dangel; Abba Tar Kagalmari I; Abba Tar Kagalmari II; Dogo Banana; Lamisawa Pharmacy
Maiduguri M. C.,Lamisula/Jabba Mari,Shettima Ali Kidaji; S. A. Kura; Alhaji Aja Bukar; Alhaji Bulama; Idrissa Kadi I; Idrissa Kadi II; Nura Dap I; Nura Dap II; Lawan Mamud I; Lawan Mamud II; Hajja Ashe; Alhaji Mai Goro I; Alhaji Mai Goro II; Mallam Mamman; Bukar Doctor I; Bukar Doctor II; Alhaji Bukar Hajjabe; Bulama Mallam Grema; Umar Lawan Hoto; Alhaji Adam; Alhaji Modu Kellube; Alhaji Baba Gana; Alhaji Kukawa; Alhaji Ali Garshinga; Foundation Hospital; Alhaji Abba Kaka; Mallam Bukar; Shettima Hassan I; Shettima Hassan II; Goni Boskori; Bulama Yakubu; New Prison Yard; State Low Cost Primary School I; State Low Cost Primary School II; State Low Cost Primary School III; Baba Shehuri; Bulama Ibrahim; Railway Station; Umaru Wampa; Lami Sula Primary School; Alhaji Ali Kumshe I; Alhaji Ali Kumshe II; Idrissa Bultu; Alh. Mamman Bukar; Alh. Zaram Gogaram I; Alh. Zarma Gogogram II; Malam Fantami; Lamisula Pri. Sch. I; Lamisula Pri. Sch. II; Wulari Court; Behind Police Quarters; New Bulama Wulari I; New Bulama Wulari II; Ramat Car Park I; Ramat Car Park II; Malam Garba Sule; Wulari Pri. Sch.; Old Bulama Wulari I; Old Bulama Wulari II; Bulama Kyari I; Bulama Kyari II; Wulari Bus Stop; Mohammed Ali; K. I. C. O. E I; K. I. C. O. E II; G. G. S. S Yerwa; Police Pri. Sch. I; Police Pri. Sch. II; Bulama Yahaya Ahmed; Government College
Maiduguri M. C.,Mafoni,Babayo Muyi Bello; Alh. Babayo Muyi; Yerwa Central Pri. Sch. I; Yerwa Central Pri. Sch. II; Alh. Ramat; Alh. Mustapha Wanzam; Yerima Boyi I; Yerima Boyi II; Alh. Mustapha; Bukar Mafoni; Mamman Jajere; Baba Modu Amsami; Alh. Adamu Jallapma Mafoni I; Alh. Adamu Jallapma Mafoni II; Alh. Mallam; Bundi Goroma I; Bundi Goroma II; Umara Kulloma; Ahmadu Alh. Haruna; Bulama Bale; Goni Modu G/K; Goni Umar; Umara Bujima; Bukar Bagalemi; Modu Maltumi Kulloma Mafoni; Alh. Kallah; Abba Yusuf I; Abba Yusuf II; Abba Ali Bultube I; Bulami Mustaphabe; Abba Ali Bultube II; Bulama Mustapha; Mustapha Mallumbe; Hayatu Jere; Zanna Kyari Masu; Alh. Mustapha Ali Bama; Zanna M. Karube; Alh. Kyari; Baba Modu Gubio; Wali Usman
Maiduguri M. C.,Maisandari,Govt. House I; Govt. House II; Commissioner's Qtrs I; Commissioner's Qtrs II; Commissioner's Qtrs III; Lagos House; Opp. Shehu Garbai; International Pri. Sch. I; International Pri. Sch. II; International Pri. Sch. III; Bulama Hassan; Bulama Jalo I; Bulama Jalo II; Bulama B. Laduma I; G. R. A Pri. Sch. I; G. R. A Pri. Sch. II; Maidokiri I; Maidokiri II; Bulama Bukar Kunduli; G. S. S Maiduguri I; G. S. S Maiduguri II; Police College Qtrs I; Police College Qtrs II; Police Barracks; Bulama Gabchia I; Bulama Gabchia II; Bulama Mustapha Kura; Bulama Alh. Kurna I; Bulama Alh. Kurna II; Govt. Girl's. College; G. G. C Staff Qtrs; Bulama Modu Bukar I; Bulama Modu Bukar II; Bulama Bukar Kolo; Maduganari Pri. Sch. I; Maduganari Pri. Sch. II; Bulama Shuaibu I; Bulama Shuaibu II; Shettima Immigration; Bulama Gabchia III; Gaji Chemist; Bulama Bukar Mohammed; Shuwari Maternity Clinic I; Shuwari Maternity Clinic II; Bulama Mele; Bulama Usman; Bulama Jidda; Bulama Jalaba I; Bulama Jalaba II; Bulama Abdullahi Ibrahim; Bulama Bukar Shuwari; Alh. Aminu Layin Rijiya; Alh. Sambo Mohammed; Alh. Mai Shayi; Bulama Ali Fantami I; Bulama Ali Fantami II; Layin Tsamiya I; Layin Tsamiya II; Adamu Mai Kifi; Bulama Mamman Shettima; Bulumkutu Shamfami ; Bulama Bukar; Kangadiri; Kulluluri ; Bulama Kulluluri Alhajiri; B Ulama Suleiman; Bulama Mumini I; Bulama Mumini II; Mohammed Maina; Bulama Mohammed Zarami; Bulama Jidda I; Bulama Jidda II; Bulama Aisa; Alh. Bukar Suleimanti; Sanda Kolomi; Near Borehole I Bulumkutu Tsallake; Near Borehole II Bulumkutu Tsallake; A - Goni Gashiya I; A - Goni Gashiya II; Bulama Modu Lami Sula; Alh. Mohammed Mai Motor; Lawali Bello I; Lawali Bello II; Bulama Modu Abatcha I; Bulama Modu Abatcha II; Layin Kartomi; Bulama Ngubdo; Bulama Ishaku; Bulama Mele Mohammed; Bulama Yamani; Bulam Ibrahim I; Bulam Ibrahim II; Yajiwa B. A Malabe; Bulama Shipta Bajidari; Baba Saje; Alh. Mustapha Talabe I; Alh. Mustapha Talabe II; Mallam Kyari; Bulumkutu Pri. Sch.; Modu Sullumuri
Maiduguri M. C.,Shehuri North,Goni Ahmadu; Wakil Kundili; Shehu Buramti; Abba Ibrahim I; Abba Ibrahim II; Nimeri Kawar Maila; Kawar Maila I; Kawar Maila II; Gangamari I; Gangamari II; Abbaganaram Pri. Sch.; Mele Zangoma I; Mele Zangoma II; Bulama Kaura; Opposite Liaison Office; Abba Kuttu Kuttu I; Abba Kuttu Kuttu II; Dala Company I; Dala Company II; Abbaganaram Market I; Abbaganaram Market II; Aji Modu Kura; Alh. Umar Na Alh. Lawan - Shehuri; Kangamari; Bulama Kauri; Goni Fantami; Kaigamari; Gindin Tsamiya; Mairari I; Mairari II; Muktar Bukar I; Muktar Bukar II; Zanna Kunduli; Moromti; Alh. Kellumi; Bulama Zarami; Bulama Zarabe; Chief Imam I; Chief Imam II; Goni Dare I; Goni Dare II; Bulama Zanna Kolo I; Bulama Zanna Kolo II; Masta Ngilaiya I; Masta Ngilaiya II; Zanna Bukar Bunube I; Zanna Bukar Bunube II; Lawanti I; Lawanti II; Galadima Maidunoma
Maiduguri M. C.,Shehuri South,Alh. Mallam Saina Bashir / Shehuri South; Alh. Sadiq; Lawan Ashiek; Ali Gwange; Goni Ali Habu; Talbari I; Talbari II; Shettima Musa; Engine Katako; Wakil Maulut; Waziri Ibrahim I; Waziri Ibrahim II; Kazalmari; Wakil Baba Gana; Malah Cham Cham; Malah Bukar; Baba Bukar Fari; Ganye Shida; Bulama Tijjani I; Bulama Tijjani II; Old Prison Gate; Abba Garba I; Abba Garba II; Yerima's Gate
Marte,Ala,Ala Dispensary I; Ala Dispensary II; Ala Pri. Sch. I; Kaje Pri. Sch. I; Kaje Pri. Sch. II; Al - Banya; Lumshe; Ma'Asa
Marte,Alla Lawanti,Alla Pri. Sch.; Alla Lawanti; Malalewa I; Malalewa II; Runde I; Runde II; Moforo; Ngubdori
Marte,Borsori,Borsori Pri. Sch; Mashilla Bensuwe; Yedi; Badairi Barrah; Goduram; Kusuma; Alinna A. Chibbo
Marte,Gumna,Gumna; Ilewa; Kuza'A
Marte,Kabulawa,Kabulawa; Ka'Ala Kolo; Gremari Kanoriye; Ajiri Zairowa; Kadari Matal
Marte,Kirenowa,Kirenowa Pri. Sch. I; Kirenowa Pri. Sch. II; Kirenowa Pri. Sch. III; Kirenowa Pri. Sch. IV; Kirenowa Market I; Kirenowa Market II; Guma'A Bula Bulin; Maimusari I; Maimusari II; Maimusari III; Gagarawa; Bukar Mairambe I; Bukar Mairambe II; Tumbumma
Marte,Kulli,Kulli Pri. Sch. I; Kulli Pri. Sch. II; Daula; Bulameleri I; Bulameleri II; Momo Kura; Alam Dori; Maula Chingona; Muntuna; Mama Kura; Zuwa
Marte,Marte,Marte Central I; Marte Central II; Viewing Centre; Ajari; Aja'A Kura; Gumma Kura; Bulawo I; Bulawo II; Chuku Ngubdo I; Chuku Ngubdo II; Magarta; Bula Butube; Jillam; Burniski
Marte,Mawulli,Mauwalli Pri. Sch.; Wubza Kura; Mugum; Duro; Inulwa
Marte,Musune,Musune Pri. Sch.; Garadai Pri. Sch. I; Garadai Pri. Sch. II; Garadai Market; Saula Pri. Sch.; Muksa; Nyanya Pri. Sch.; Kamzomo; Kamzomo Pri. Sch.
Marte,Ngeleiwa,Ngileiwa Pri. Sch.; Badairi Pri. Sch. I; Badairi Pri. Sch. II; Badairi Market; Kilabaliya; Mbuluwa; Doron Buhari; Jibrillaram I; Jibrillaram II; Koloram I; Koloram II
Marte,Njine,Njine Pri. Sch. I; Njine Pri. Sch. II; Maje Malumri; Maje Durturi; Aliye; C. B. D. A I; C. B. D. A II
Marte,Zaga,Ngalori Pri. Sch.; Zaga; Alinna Alhaji I; Alinna Alhaji II; Baranga I; Baranga II; Ngurmushi
Mobbar,Asaga,Asaga Pri. Sch. I; Asaga Pri Sch. II; Asaga Mahauta; Dagumaram; Guwa; Kainowa; Kanama
Mobbar,Bogum,Cattle Market; Giri Bulamari; Jumma Chere; Lawanti; Shere Bultuwa
Mobbar,Chamba,Chamba Pri. Sch.; Chamba T. Kauwa; Kennari; Kainowa; Makolori; Wololo
Mobbar,Damasak,Ajari; Damasak Lawanti; Damasak Pri. Sch.; Fulatari; Hausari; Joka Adamti; Kairi; Market Area I; Market Area II; Shettimari A; Shettimari B
Mobbar,Duji,Aminari; Custom Area; Duji Pri. Sch.; Fadana Garuwa; Kachalla Kelluri; Meleri
Mobbar,Gashagar,Gashagar Lawanti; Gashagar Market; Gashagar Pri. Sch. I; Gashagar Pri. Sch. II; Jugulu; Kurwa; Mallumti; Tamsuwa
Mobbar,Kareto,Alhajiri; Dagana Kanam; Goni Sulumti; Kareto Larti; Kareto Pri. Sch. I; Kareto Pri. Sch. II; Masho
Mobbar,Layi,Goni Abbari; Jinda; Ladanti I; Ladanti II; Layi Pri. Sch.
Mobbar,Zanna Umorti,Bulama B. Kyari; Goni Jindari; Kadauri I; Kadauri II; Kalusari; Malari; Yusufari; Zanna Umarti I; Zanna Umarti II
Mobbar,Zari,Aliri; Gabchiyari; Kachalla Kennari; Kairi; Kwailo; Zari Lawanti; Zari Pri. Sch.
Monguno,Damakuli,Damakuli I; Damakuli II; Gizza; Munye Kura
Monguno,Kaguram,Gumnari; Kaguram; Dasaia I; Dasaia II; Kursuma
Monguno,Kumalia,Magararam I; Magararam II; Chirchira; Zannari I; Zannari II
Monguno,Mofio,Mofio Lawanti; Mofio; Bida Market; Jele Kura; Zaian
Monguno,Mandala,Mandala I; Mandala II; Mallam Shishi; Ta'Ango
Monguno,Mintar,Diffinowa; Ngollom; Debele; Mintar; Magaram; Aliya; Moduari
Monguno,Monguno,Army Barracks I; Army Barracks II; Abbari I; Abbari II; Kumburi; Lawanti Shasha; Market Area; Bulama Gambo I; Bulama Gambo II; Viewing Centre; Health Clinic; Kuya Sheriff; Agric Area; Musaram; New Lawanti; Bulama Gapcha; Veterinary; Duwabafi; Mbatti; Charamari
Monguno,Ngurno,Kanumburi; Ngurno; Dam I; Dam II; Fanamari
Monguno,Sure,Sure Lawanti; Goso Goniri; Mittiri
Monguno,Wulo,Wulo; Kaza; Sheriff Musari; Kororom; Mowo; Janna Kudi; Dubula Kura
Monguno,Yele,Yele Lawanti; Yele; Sufa; Kalamnare
Monguno,Zulum,Bulonguwa; Yassala; Gusurye; Zuma
Ngala,Sagir,Lawanti I / Sagir Central Pri. School; Lawanti II / Sagir Central Pri. School; Bula-Ngafe / Bula-Ngafe Town; Waza'A Village / Waza'A Dispensary; Dan-Bore East / Dan-Bore Pri. School; Dan-Bore West / Dan-Bore Dispensary; Kirta I / Kirta Pri. Schoolkirta Wulgo; Goriya / Goriya Towngoriya Gudun; Sagir I / Agric Center; Sagir II / Sagir Market; Kirta II / Kirta Dispensary
Ngala,Fuye,Fuye; Bukda; Kinemuba; Dejiri; Gishiri; Girle; Gulwa; Musune; Kusuma; Darajimal; Bula Malumbe
