LGA,Ward,Polling Unit Name
Guzamala,Guzamala West,Borom Bul; Bulama Moduri; Birniri; Guzamala Dispesary; Guzamala Pri. Sch.; Kingiri Kura; Mallam Gambori; Malloram; Zannari
Guzamala,Kingarwa,Ali Zurgumari; Buwa Goniri; Furtuwa; Jaurori; Kingarwa Lawanti I; Kingarwa Lawanti II; Kurnawa; Luma Surowa; Shettimari
Guzamala,Mairari,Ali Gambori; Goni Abbari; Kadigre; Goni Usmanti; Mairari I; Mairari II; Kingarwa Gana
Guzamala,Moduri,Ajari; Buwura; Dawutiri; Malari; Moduri; Tamale
Guzamala,Wamiri,Bolori; Guworam Gana; Kawou; Koshiri; Wamiri Lawanti; Nalwodo
Gwoza,Ashigashiya,Kamburwa Pri. Sch.; Shehu Naga; Ali Gwama I; Ali Gwama II; Alhaji Buladi; Mahamma Ghide; Central Pri. Sch.; Gwadale Pri. Sch.; Ndale Naji; Lawan Bukar
Gwoza,Bita / Izge,Izge I; Izge II; Izge III; Ali Bukar; Lawan Asariya; Isa Vandu; Innagu Pri. Sch.; Munagu Afami; Butuku Pri. Sch.; Kwamda; Ali Dogo; Baidu Chollomi I; Baidu Chollomi II; Lawan Goniri; Chinda Afunfuma; Adam Gado; Apagu Mallam; Ngoma Bukar; Bula Jieya; Purthang; Kavili
Gwoza,Dure / Wala / Warabe,Ali Wasa; Wala Health Clinic; Zalida Mbimba; Tada Ngamtuko; Sudiya Wisso; Warabe Pri. Sch.; Lawan Warabe; Biye Katale; Kiva Pri. Sch.; Ndufa; Kumangrechigile; Usman Gumbuko; Ali Njele; Usman Tanko; Bulama Hassan; Dure Pri. Sch.; Bulama Amdaga; Bula Kache; Adamu Tuje; Kumbo Kamba; Bulama Halut; Ngabura Pri. Sch.; Bulama Yalade; Late Lawan Gila
Gwoza,Gavva / Agapalwa,Gavva Kitakwa; Bulama Ezekiel; Gavva Pri. Sch.; Lawan Ahmed; Moh'D Kitakwa; Umaru Kitakwa; Ibrahim Wiviva; Adamu Garba; Philimon Nduka I; Philimon Nduka II; Dzahallava Zhazha; Agapalawa Pri. Sch.; Lawan Abubakar; Attagara Pri. Sch. I; Attagara Pri. Sch. II; Aganjara; Jibrilla Pri. Sch.; Bukar Dabbo I; Bukar Dabbo II
Gwoza,Guduf Nagadiyo,Messeger Audu; Ngaya Huffa; Ghada Pri. Sch.; Guduf Leze Pri. Sch.; Shabaka Yagala; Tada Hudugwe; Sabon Gari Nagadiyo Pri. Sch.; Bulama Idris I; Bulama Idris II; Yakubu Thupuwa; Bulama Digshare; Guduf B. Yagwa Pri. Sch.; Bulama Musa Gombe I; Bulama Musa Gombe II; Bulama Wura; Ghada Nghathe; Ghufare Nghathe; Vurda Hirke; Duma Bulama Mohammed; Kambe Bajah; Tappa Wura Kidiaye; Mina Bulama Mbitsa; Kimbe Kwedenga
Gwoza,Gwoza Town Gadamayo,Jatau Pri. Sch.; Library Board; Central Pri. Sch. I; Central Primary School II; Hassan Suno; Audu Likita; Viewing Centre; Alhaji Abba Tata; Hamman Adama Jaje; Alhaji Abubakar Bul; Hamman Arvare; Ahmadu Dudu; Alhaji Ibrahim Abiso; Umaru Gwaya; Alhaji Saidu Kitho; Umaru Putaya; Govt. Day Sec. Sch.; Adamu Wachine; Late Ali Biu; S/Gari Pri. Sch; Suleiman Mai Kifi; Mallam Bakari; Musa Tada
Gwoza,Gwoza Wakane / Bulabulin,Usman Nugho I; Usman Nugho II; Makera I; Makera II; Alhaji Wada; Buba Mainasara; Audu Tada Diyawe; Gwoza Wakane Pri. Sch.; Late Lawan Dalhatu; Abubakar Dawe; Ali Nijdda; Abuabakar Ndawayo; Haruna Lamar; Luhva Pri. Sch; Bukar Kumbo; Nuhu Dawe; Fadagwe L. Kyari; Fadagwe Muni; Low Cost; Bulama Buba Gwaja
Gwoza,Hambagda/ Liman Kara/ New Settlement,Jaje Pri. Sch.; Bulama Tela; Liman Kara Pri. Sch.; Wakili Sule Ardo; Ishaku Humba; Uvaha Pri. Sch.; Abubakar Garba; Lawan Yerima; Ahmadu Gweme; Galtha Chagaman; Patawe Pri. Sch.; Haruna Garandawa; Hudugum Pri. Sch.; Lawan Musa; Salihu Mbimba; Umaru Toko; Sabon Gari Zawva; Tashan Gwegwe; Lokodisa; Gava West I; Gava West II; Umaru Taskala; Valengede; Modu Hussaini; Blawaziri; Lemu; Gori; Bulama Bakeri
Gwoza,Johode/Chikide/Kughum,Garba Shigwa; Fagha Marwa; Daga Wurto; Daga Wurto II; Ali Ivwaha; Ayuba Ngiva; Pritha; Barawa Pri. Sch.; Hige Ndassa; Barawa Pige; Chikida Pri. Sch. I; Bulama Ruwa; John Jaha; Haruna Gulavgha; Garba Thaghaka; Bitrus Njiga; Bulama Ngaya; Kughum Sama'A; Kughum Pri. Sch.; Sagha; Gwa'A Pri. Sch.; Ibrahim Ndasa; Chikida Pri. Sch. II; Zuwara Kwere
Gwoza,Kirawa/Jimini,Kirawa S/Gari Pri. Sch.; Mohammed Namida; Bulama Sanda; Kirawa Pri. Sch. I; Ramadan Yadi I; Ramadan Yadi II; Ramadan Yadi III; Kirawa Nomadic Pri. Sch.; Mallam Hassan; Malah Dugje; Kirawa Pri. Sch. II; Bulama Naga Baya; Samari Kamba I; Central Pri. Sch. I; Samari Kamba II; Central Pri. Sch. II; Ndaba Pri. Sch.; Takwa Dakache; Kushe-Kushe Pri. Sch.; Dugje Naga
Gwoza,Kurana Bassa/Ngoshe - Sama'A,Bala Pegi I; Bala Pegi II; Bala Kamba; Dahaya Tada; Hudumcha Pri. Sch.; Ndawa Yiyagha; Ngaruwa Meke; Parshaka; Kitha Kwalika; Garba Vunge; Umaru Amthe; Diri Diffa; Dilha Didawa; Shehu Kurama; Mahdi Uryo; Ngoshe Sama'A Pri. Sch.; Musa Takaskala; Takwashe
Gwoza,Ngoshe,Ngoshe Lahupara Pri. Sch.; Mohammed Diya; Ngoshe Aiga Pri. Sch.; Bulama Aiga Duwara; Veterinary Clinic; Area Court; Bulama Ali Zhigaga; Ngoshe Central Pri. Sch.; Philibus Gavara; General Hospital
Gwoza,Pulka/Bokko,Pulka Central Pri Sch I; Pulka Central Pri Sch II; Abubakar Bokko I; Abubakar Bokko II; Viewing Centre; Mburza; Michael Zuka; Majuwane Pri. Sch.; Zake Dalle; Alfred Indale; Augustine Goma; Zare Yaga; Ibrahim Mugie; Suleiman Duge; Abdullahi Kamba; Bokko A. Pri. Sch.; Bokko S/Gari Pri. Sch.; Bukar Bingil; Bokko Timta; Alhaji Yakubu Ali
Hawul,Bilingwi,Huma Central I; Huma Central II; Gwanzang; Damu Danaka; Sabon Gari; Huma Dispensary; Fuma; Huma East; Wadar; Gwaski
Hawul,Dzar/ Vinadum/ Birni/ Dlandi,Dzar I; Grim/Dzar/Vinadum/Birin/Dlandi; Gwamya; Dlandi; Grim; Birni; Bakundum; Pakuthla; Malila; Muduksuku; Tashan Gauta; Vinadam I; Vinadam II
Hawul,Gwanzang Pusda,Gwangzang Pri. Sch; Bilatum I; Bilatum II; Mbulatawiwi I; Mbulatawiwi II; Chata; Tawasu; Yaulari; Pusda; Wuyaku; Kundiring; Ngilangshimtu; Warni; Tuwakari; Samari
Hawul,Hizhi,Subwang; Wtc I; Tasha Maina Gate; Hizhi/Bwala; Unguwan Abdullahi II; Bwala; Dibarmi; Teba; Dangula; Pethlabu; Azare I B. Usman; Azare II Kaku; Azare III; Hizhi; Yaragi; Wtc II
Hawul,Kida,Bulama Abdullahi; Kida I; Kida II; Garkwi; Garha Pry Sch.; Bwali Katau; Kinging I; Kinging II; Yimirshika Central Pry. Sch.; Gwagoli Bulawa Gate; Bulama Daniel
Hawul,Kwajaffa/Hang,Kwajaffa Central; Kwajaffa Bura; Kwajaffa Dispensary; Garbwala; Jibwhiwhi; Dalwa; Gan Shaffa; Koguwulatu; Harang; Tashan . Alade I; Tashan . Alade II; Tashan . Alade III; Debiro; Pelachiroma; Kirbutu I; Kirbutu II; Yimirkila
Hawul,Kwaya-Bur/Tanga Rumta,Kwaya Bura I; Kwaya Bura II; Kwaya Bura III; Kwaya Bura IV; Moram; Tsakuyam; Dusu; Mulbiya; Tanga Ramta; Durkwa; Bwala Posinkir; Billa Minta; Ndiragina; Kwamba; Pirdla
Hawul,Marama/Kidang,Kidang I Pry Sch; Kidang II Agric. Office; Kidang III Kofar Lawan; Azare Piti; Humusu; Pirkisu; Katsina I; Katsina II; Katsina III; Dikira; Pikilama
Hawul,Pama/Whitambaya,Pama I; Pama II; Giraba; Dzamtikar; Dizarpoa I; Dizarpoa II; Whitambaya I; Whitambaya II; Labu I; Labu II; Bantali; Mindi Posira
Hawul,Puba/Vidau/Lokoja,Saboda Allah; Kukurpu; Palabirni; Puba; Gwallam I/Wakdam; Gwallam II; Hyera Central Pry. Sch; Hyera South II Central Pry. Sch.; Landas I; Landas II; Kwagu; Lokoja I; Lokoja II; Gelavirwa
Hawul,Sakwa/Hema,Sakwa I; Sakwa II; Sakwa III; G. G. S. S Sakwa; Malang; Agga Bura; Ngwa I; Ngwa II; Pella Olla; Hema I; Hema II; Tanga - Rahi; Ndaraku
Hawul,Shaffa,Gula I; Gula II; Tiraku Pry. Sch.; Shinduffu Pry. Sch.; Kwagushar; Gauza/Gwagumaigera; Nyalku Pry. Sch.; Bamjikil; Nyalku Shaffa East I; Nyalku Shaffa East II; Shaffa South; Bakin Kasuwa Alh. Mamman Gate; Viewing Centre; Unguwan Buba; Shaffa Central
Jere,Alau,Lawanti I; Lawanti II; Logeji; Mainari I; Mainari II; Koreri; Talbari; Abba Isari; Modu Yari; Fanamari; Limanti; Nguwari
Jere,Bale Galtimari,Lawanti I; Lawanti II; Lawanti III; Giwa Barracks; Assembly Quarters; Fagoli; Kellumiri; Bale Kura; Ali Diwari; Bulama Umara; Bulama Jidda I; Bulama Jidda II; Jidari Bus Stop I; Jiddari Bus Stop II; Jiddari Bus Stop III; Moloi Shuwari; Moloi Kanuribe
Jere,Dala Lawanti,Dala Pri. Sch. I; Dala Pri. Sch. II; Dala Bulama . M; Dala Dispensary; Dala Umarari; Salumiri Pri. Sch.; Mainari Kanuribe; Malari Fuguri
Jere,Dusuman,C. B. D. A I; C. B. D. A II; C. B. D. A III; Farm Centre; Kolori Aliri; Wudimari; Kirbiri Basheti; Kirbiri Masheti; Dusuman H. Pri. Sch.; Dusuman Lawanti I; Dusuman Lawanti II; Bulamari; Maimeleri Kosheri; Kolari Bulamari; Muna Dalti; Bulama Duri
Jere,Gongulong,Lawanti Bulamari; Gongulong Pri. Sch.; Gongulong Lawanti; Gumsuri; Wattini; Modu Ajiri I; Modu Ajiri II; Hassanti; Kasa'A Kura
Jere,Maimusari,Modu Kumsher; Tahir Mechanic; Gomari Bus Stop I; Gomari Bus Stop II; Gomari Bus Stop III; Bulama Gumnari I; Bulama Gumnari II; Alhaji Bello I; Alhaji Bello II; Alhaji Modu Ya'Jibe; Bukar Gado I; Bukar Gado II; Alhaji Audu Wakil; Falmata Kwayam I; Falmata Kwayam II; Gomari Pri. Sch.; Falmata Kwayam III; Falmata Kwayam IV; Gomari Pri. Sch. I; Gomari G. Pri. Sch. II; Bulama Gambo; Mustafa Gambo I; Mustafa Gambo II; Layin Makaranta; Mallam Abba Aji I; Mallam Abba Aji II; Isa Ngoshe; Alh. Ali Shuramre; Alh. Modu Jakana; Kusuwan Dare; Gambo Jarawa
Jere,Mashamari,Alhajiri I; Alhajiri II; Modu Gambo I; Modu Gambo II; Goni Gingimi I; Goni Gingimi II; Mustafa Ali Gaji; Bulama Mustapha Kime; Mele Kolo; Alhaji Gagara; Maina Kyari; Goni Modu Gofari; Bulama Kachalla I; Bulama Kachalla II; Bulama Tahir; Custom Staff Qtrs; Sanda Kyarimi; Bukar Soja I; Bukar Soja II; Bukar Soja III; Bukar Bulama; Gujja; Abba Lawan; Lawan Mala Biukar; Zanna Musa; Mashamari Pri. Sch; Alhaji Adam; Bulama Bukar M.; Dandal Kukawa; Block 6; Bulama Halla; Goni Modu Bulama; Alhaji Maikifi; Alhaji Bulama Burtu I; Bulama Burtu II; Bulama Gubdo
Jere,Ngudaa/Addamari,Bulama Yaro I; Bulama Yaro II; Bulama Yaro III; Bulama Dogo Kadai I; Bulama Dogo Kadai II; Bulama Dogo Kadai III; Bulama Dogo Kadai IV; Mumbili Dispensary; Shayar Fulani; Bulama Moh'D Maishayi; Addamari; Nguranam Kolle; Massari / Gide; Bulama Shettima; Bulama Ibrahim; Bulama Bukar
Jere,Old Maiduguri,Keteler I; Keteler II; Bulama Isa Kois; Maduguri Clinic I; Maduguri Clinic II; Maiduguri Clinic III; Maiduguri Clinic IV; Toma Shuwa I; Toma Shuwa II; Toma Shuwa III; Mallam Kalli I; Mallam Kalli II; Baba Kura Driver; Hajia Hadiza Lawan I; Hajia Hadiza Lawan II; Alhaji Tahir Ahmed I; Alh. Tahir Ahmed II; Alh. Mustafa Lawan; Alh. Mohammed Jimba; Bulama . Alhaji Umara; Alhaji Babagana Shettima; Bulama Modu Isamari; Alhaji Bunu Tela I; Alhaji Bunu Tela II; Laraba Market I; Laraba Market II; Laraba Market III; Bulama Modu Bolibe; Bulama Shettima; Bulama Bura Kukawa; Alhaji Ibrahim; Biriri Alhajiri; Kaka Yachanam
Jere,Tuba,Gumtai; Bulama A. Ali's; Bulama Modu Kachari; Tuba Jiddari; Makulwe
Jere,Mairi,Bulama Isa; Maimusari Pri. Sch. I; Maimusari Pri. Sch. II; Lawan Usman; Bulama Kachallah I; Bulama Kachallah II; Mairi Palace Hotel; Bulama Baitu; Wakili Usman; Bulama Bukar I; Bulama Bukar II; Bulama Kadiri I; Bulama Kadiri II; Bulama Kawu; Unimaid Pri. Sch.; Unimaid Clinic I; Unimaid Clinic II; Unimaid Clinic III; Bulama Hala; Umth Security Hall I I; Umth Security Hall II; Umth Security Hall III; F. G. C Visitor's Room; Dalori Housing Est. Pri. Sch.
Jere,Gomari,Ndollori; Bulama Jidda I; Bulama Jidda II; Bulama Jidda III; Ajilari Bulamari; Modu Jakana; Gomari Bus Stop I; Gomari Bus Stop II; Gomari Bus Stop III; Ahmadu Ladan; Alh. Ali Kantima I; Alh. Ali Kantima II; Goni Mustapha; Moh'D Isa Bahausa; Usman Abba Amira I; Usman Abba Amira II; Bulama Baba Shuwa I; Bulama Baba Shuwa II; Bulama Baba Shuwa III; Ashinga Jara Shuwa; Usman Mohammed; Mohammed Chenchero; Baba Gajere; Bulama Modu Dapcheri I; Bulama Modu Dapcheri II; Alh. Bukar Longo; Behind Haji Camp I; Behind Haji Camp II; Behind Haji Camp III; Gomari Dispensary
Kaga,Afa/Dig/Maudori,Mauli Pri. Sc./Maudori Mauliye; Maudori Pri. Sc./Maudori Lawanti; Afa Pri. Sch./Afa Lawanti; Wazub / Wazub; Kanamma / Kanamma; Awanari / Awanari; Lawanti Palace / Digimari Lawanti; Digimari Pri. Sch. / Digimari I; Digimari Dispensary / Digimari II; Munye Pri. Sch. / Munye Kura
Kaga,Benisheikh,Mallamti / Mallamti; Benisheikh Gana / Benisheikh Gana; District Head Office / Ajari I; Low Cost Pri. Sch. / Ajari II; Magistrate Court / Ajari III; Wakilti Palace / Ajari IV; Viewing Centre / Viewing Centre; Central Pri. Sch. / Central Pri. Sch.; Adult Education Office / Lawanti I; Lawanti Palace / Lawanti II; Shopping Complex A / Market Stall I; Shopping Complex B / Market Stall II; Tamandara / Tamandara
Kaga,Borgozo,Borgozo Pri. Sch. / Borgozo Lawanti; Tamdane / Tamdane; Karna - Kasa Pri. Sch. / Karna Kasari; Mastamari / Mastamari
Kaga,Dogoma / Jalori,Jalori Pri. Sch. / Jalori Lawanti; Dogoma Pri. Sch. / Dogoma Lawanti; Bulamari / Dogoma Bulamari; Kombolori Pri. Sch. / Kombolori
Kaga,Dongo,Dongo Pri. Sch. / Dongo Lawanti; Shettimanuri / Shettimanuri; Kodowu Pri. Sch. / Kodowu
Kaga,Galangi,Market Stall / Galangi I; Galangi Mairi / Galangi II
Kaga,Guwo,Guwo Pri. Sch. / Guwo Lawanti I; Lawanti Palace / Guwo Lawanti II; Za'Kurari / Za'Kurari
Kaga,Karagawaru,Karagawaru Pri. Sch. / Karagawaru I; Lawanti Palace / Karagawaru II; Fajari / Fajari; Gangawa M. Malaye / Gangawa M. Malaye
Kaga,Mainok,Targajeri / Targajeri; Lawanti Palace / Lawanti I; Mainok Pri. Sch. / Lawanti II; Market Stall / Market Stall I; Motor Park / Market Stall II; Bulama Mustapha / Bulama Mustapha I; Bulama Mustapha / Bulama Mustapha II; Bulama Aboremi / Bulama Aboremi; Dandalmari Pri. Sch. / Dandalmari
Kaga,Marguba,Marguba Pri. Sch. / Marguba Lawanti; Ngumari / Ngumari I; Ngumari - Warsala / Ngumari II; Kwayari Pri. Sch. / Kwayari Kura; Abukarti / Abukarti
Kaga,Ngamdu,Tamsu Kawu Pri. Sch. / Tamsukawu; Yangebari / Yangebari; Ngamdu Pri. Sch. / Lawanti I; Lawanti Palace / Lawanti II; Viewing Centre / Lawanti III; Alhajiri / Alhajiri; Kombomiri / Kombomiri I; Kombomiri / Kombomiri II; Mallam Shettimari / Mallam Shettimari I; Mallam Shettimari / Mallam Shettimari II; Goni Lawanti / Goni Lawanti; Shopping Complex / Market Stall I; Shopping Complex / Market Stall II; Ma'Amari Kaya'A / Ma'Amari I; Ma'Amari / Ma'Amari II; Dabira / Dabira
Kaga,Shettimari,Shettimari Dispensary / Shettimari I; Shettimari Pri. Sch. / Shettimari II; Ngurmai / Ngurmai I; Ngurmai / Ngurmai II
Kaga,Tobolo,Tobolo Pri. Sch. / Tobolo Lawanti I; Tobolo Viewing Centre / Tobolo Lawanti II; Modu Kururi / Modu Kururi; Alinmari / Alinmari; Sheruri / Sheruri; Anumdoliya / Anumdoliya
Kaga,Wajiro / Burgumma,Wajiro Pri. Sch. / Wajiro Lawanti; Makinta Kururi Pri. Sch. / Makinta Kururi I; Makinta Kururi Lawanti Palace / Makinta Kururi II; Duwari / Duwari I; Duwari/Duwari II; Burguma Pri. Sch. / Burguma I; Burguma Lawanti Palace / Burguma II
Kaga,Wassaram,Wassaram Lawanti Palace / Wassaram I; Wassaram Pri. Sch. / Wassaram II; Yabal Pri. Sch. / Yabal
Kala Balge,Moholo,Assaba I; Assaba II; Dugum; Mariye; Dagile; Gujjari; Moholo
Kala Balge,Jilbe \A\',Jilbe Market I; Jilbe Market II; Jilbe Pri. School; Kulkule; Dugume; Gazalful; Lafiya; Chawa
Kala Balge,Jilbe \B\/Koma Kaudi,Holenge; Koma Kaudi; Koma; Koma Sabaye; Kurfu; Kumba I; Kumba II; Rumele
Kala Balge,Jarawa/Sangaya,Jarawa; Malari; Tiwa; Khulibari; Sabba; Sangaya
Kala Balge,Kala,Ambliya; Bok; Juwe; Kala Dispensary; Kala Primary; Meleri; Sideri; Utuma
Kala Balge,Kumaga,Kumaga Lawanti; Kumaga Primary; Kalfa Kumaga; Kalma Sabaye; Sero; Gulfo
Kala Balge,Rann \A\',Rann Pri. School I; Rann Pri. School II; Wumbi Mairi I; Wumbi Mairi II; Abari; Amsuburu I; Amsuburu II; Durbani; Tilam; Wumbi Dispensary I; Wumbi Dispensary II; Isari; Rann Dispensary; Wumbi Primary; Rann Ajari
Kala Balge,Rann \B/Daima,Atti; Budul; Daima; Fandiski; Tunishe; Hijelishe; Tata Kura; Dugumashe; Malumri; Addari; Sabkara; Ngaiwa
Kala Balge,Mada,Gabulga; Gilgil; Mada; Misherde; Musari; Sausawa; Kilangilawa
Kala Balge,Sigal/Karche,Abonumere; Wuli Kura; Bukkari; Bula- Aminabe; Bulong; Masano; Sadigo; Shilo I; Shilo II; Sigal Dispensary; Sigal Lawanti; Sigal Pri. School; Baba Jalki; Karche Pry. Sch; Karche Bulamari; Makandiri
Konduga,Auno / Chabbol,"Auno Pri. Sch. Auno; D / Head Office, Near D / Head Office; Kuwa Ngwali, Kuwa Ngwali; Ya'Na Yasku, Yana Yasku; Chabbol Pri. Sch., Chabbol; Chabbol Lawanti, Chabbol Lawanti I; Chabbol Lawanti, Chabbol Lawanti II; Chabbol Kura, Chabbol Kura; Shiwari, Shiwari; Zarmari, Zarmari; Fashar Pri. Sch., Fashar; Tungushe, Tungushe; Abba Kashimri, Abba Kashimri; Pompomari Pri. Sch., Pompomari I; Pompomari Pri. Sch., Pompomari II; Pompomari Pri. Sch., Pompomari III; Bulama Madu, Jajel B. Madu; Jajel Pri. Sch., Jajel; Njimtilo, Njimtilo; Jajel Bukarti, Jajel Bukarti; N. A. F Station, N. A. F Station; Magaramti, Magaramti"
Konduga,Dalori / Wanori,"Kajeri Pri. Sch., Kajeri; Amarwa Pri. Sch., Amarwa; Sheriff Tamsuwa, Sheriff Tamsuwa; Mairari Pri. Sch., Mairari; Usumanti, Usumanti; Dengelti, Dengelti I; Dengelti, Dengelti II; Dalori Pri. Sch., Dalori; Dalori R / Room, Dalori; Dalori Dispensary; Isari I; Isari II; Wanori Pri. Sch., Wanori; Kambari, Kambari; Mairi Pri. Sch., Mairi I; Mairi Pri. Sch., Mairi II"
Konduga,Dawa East / Malari / Kangamari,"Kaigamari Pri. Sch., Kaigamari; Sama'A, Sama'A; Wutoro, Wutoro; Yandandari, Yandandari; Malari Pri. Sch., Malari; Malari Lawanti, Malari Lawanti; Malari Dispensary, Malari Dispensary; Sheriff Ladua, Sheriff Ladua I; Sheriff Ladua, Sheriff Ladua II; Mallam Sungunti, Mallam Sungunti; Dalwa East Pri. Sch., Dalwa East; Sheriff Kyariri, Sheriff Kyariri; Abduri, Abduri; Sheriff Mallumri, Sheriff Mallumri; Gudusuri, Gudusuri; Old Kaigamari, Old Kaigamari"
Konduga,Jewu / Lamboa,"Jakana Pri. Sch., Jakana I; Jakana Pri. Sch., Jakana II; Kadamari, Kadamari; Jakana Malambe, Jakana Mallambe I; Jakana Malambe, Jakana Mallambe II; Jewu Pri. Sch., Jewu I; Jewu Pri. Sch., Jewu II; Bidiri, Bidiri; Abba Sunori, Abba Sunori; Goni Bukarti, Goni Bukarti; Bunya, Bunya; Lamboa Lawanti, Lamboa Lawanti; Jakana Pri. Sch. Jakana III; Frai Fulatari, Frai Fulatari"
Konduga,Kawuri,"Kawuri Pri. Sch., Kawuri I; Kawuri Pri. Sch., Kawuri II; Kawuri R / Room I, Kawuri; Lawan Meleri Pri. Sch., Lawan Meleri; Kashimiri I, Kofar Lawan; Kashimiri II, Pri. Sch.; Aulari Pri. Sch., Aulari Pri. Sch.; Gangare, Alhajiri Gangare; Aulari Pri. Sch. II, Aulari; Kawuri R / Room, Kawuri R / Room I; Kawuri R / Room, Kawuri R / Room II; Shettimari Pri. Sch. I; Shettimari Pri. Sch. II; Maidugurmari, Pri. Sch.; Fuguri, Fuguri; Kusham Kura, Kusham Kura; Kusham Gana, Kusham Gana; Kuramari, Kuramari"
Konduga,Kelumiri / Ngalbi Amari / Yale,"Kellumiri Pri. Sch. I; Kellumiri Pri. Sch. II; Ngalbi Amari Pri. Sch., Ngalbi Amari I; Ngalbi Amari Pri. Sch., Ngalbi Amari II; Yale Pri. Sch. I; Yale Pri. Sch. II; Yale Pri. Sch. III; Gamboram, Gamboram; Gabchari, Gabchari; Ka'Anari, Ka'Anari; Masta Gujari, Masta Gujari; Mallam Sulumri, Mallam Sulumri; Ngauramari, Ngauramari"
Konduga,Konduga,"Konduga Central Pri. Sch., Konduga; Viewing Centre, Viewing Centre I; Leprosy Clinic, Leprosy Clinic; Central Pri. Sch., Central Pri. Sch.; Viewing Centre II; Viewing Centre III; Secretariat I; Secretariat II; Secretariat III; Upper Area Court, Upper Area Court; Mandurari Pri. Sch. I; Mandurari Pri. Sch. II; Mandurari Pri. Sch. III; Towairi, Towairi; Goniri, Goniri; Bulabulin, Bulabulin; Modu Amsamuri; Zarmari; Amusuri; Sabongari; Konduga Central Pri. School"
Konduga,Mairamri / Yeleri / Bazamri,"Mairamri Primary School, Mairamri I; Mairamri Primary School, Mairamri II; Walimiri, Walimiri; Lawanti Pri. Sch. ,Lawanti I; Lawanti Pri. Sch. ,Lawanti II; Ngaurawa, Ngaurawa; Yaleri Pri. Sch., Yaleri; Galmari, Galtimari; Moshimari, Moshimari Kunube; Budungeri, Budungeri; Makintari, Makintari; Bazamri Pri. Sch., Bazamri; Yauri, Yauri; Arnari, Arnari I; Arnari, Arnari II; Yabal, Yabal; Mborori; Muktari; Bukar Kurari"
Konduga,Masba / Dalwa West,"Masba Pri. Sch., Masba I; Masba Pri. Sch., Masba II; Gumsuri, Gumsuri; Tumbalwa, Tumbalwa; Bulabulin, Ngaura I; Bulabulin, Ngaura II; Maudari, Mudari I; Maudari, Mudari II; Musunne, Musunne; Alagarno, Alagarno; Masta Fantanari, Masta Fantanari; Talbari, Talbari; Dalwa West Pri Sch. I; Dalwa West Pri Sch. II; Ngalidowa, Ngalidowa; Kofa, Kofa; Ibrahimti, Ibrahimti; Kaduwa, Kaduwa"
Konduga,Nyaleri/Sandia/Yejiwa,"Nyaleri Pri. Sch. ,Nyaleri; Bulabulin Ngau. Dis, Bulabulin Ngau. Dis.; Jirinna, Jirinna; Falawanne, Falawanne; Sandia Pri. Sch., Sandia; Sudan Ngudibe, Sudan Ngudibe; Kaya Bulabulin, Kaya Bulabulin; Ngauramari, Ngauramari; Ngarannam, Ngarannam; Yajiwa Pri. Sch. I, Yajiwa Pri. Sch. I; Ka'Almari, Ka'Almari I; Ka'Almari, Ka'Almari II; Jedede, Jedede; Shashamari, Shashamari; Abulam Pri. Sch., Abulam Pri. Sch.; Kukuruk, Kukuruk; Yajiwa Pri. Sch. II, Yajiwa Pri. Sch. II"
Konduga,Sojiri/ Nguro - Nguro,"Ajiri Pri. Sch. I, Ajiri Pri. Sch. I; Ajiri Pri. Sch. II, Ajiri Pri. Sch. II; Nguro Nguro, Nguro Nguro; Madu Kawuri I, Madu Kawuri I; Madu Kawuri II, Madu Kawuri II; Kayamla Pri. Sch. I, Kayamla Pri. Sch. I; Kayamla Pri. Sch. II, Kayamla Pri. Sch. I; Kayamla Pri. Sch. III, Kayamla Pri. Sch. III; Kayamla Pri. Sch. IV, Kayamla Pri. Sch. IV; Sojiri Pri. Sch. I, Sojiri Pri. Sch. I; Sojiri Pri. Sch. II, Sojiri Pri. Sch. II; Camp, Camp; Kimeri, Kimeri; Abbari, Abbari; Musa Kalari, Musa Kalari"
Kukawa,Alagarno,Alagarno Pri. Sch.; Ngurtuwa; Kangarwa Pri. Sch. I; Tumbin Sanyi; Doron Naira; Alhaji Chindori; Shuwaram; Abuja; Kumburi Market West; Kangarwa Pri. Sch. II
Kukawa,Baga,Mile Four; Darba Shata; Bunduram; Baga Lawanti; Bujumari Daleye; Kumburi; Bulabulin; Bulama Adamti I; Bulama Adamti II; Baga Viewing Centre
Kukawa,Bundur,Bundur Lawanti; Nafasa
Kukawa,Dogoshi,Dogoshi Lawanti; Kwatan Dogoshi I; Kwatan Dogoshi II
Kukawa,Doro / Duguri,Doro / Duguri Dunba; Tubin Barebari; Kaiye Kura; Kolleram; Wal - Wal Kura; Kuwilileya; Massaram; Madayi; Duguri; Daban Lami; Tetewa; Kingallam; Kasugula I; Kasugula II; Doro Bakin Kwalta; Doro Fish Market
Kukawa,Kauwa,Cross Kauwa Viewing Centre; Cross Pri. Sch.; Dabar Giawa; Bulama Bature; Kauwa Lawanti; Karwaram; Tumbin Yashi
Kukawa,Kekeno,Kekeno Lawanti; Mile Ninety; Malam Baiyeri; Daban Masara; Daban Gajere; Kwatan Daban Masara I; Kwatan Daban Masara II; Tudun Naira; Daban Masara Dispensary
