M-V pin#,Name,State,Year,Boat,Event
95,Neville Howell,VIC,1956.0,M8+,1956 Melbourne Olympics
96,Adrian Monger,VIC,1956.0,M8+,1956 Melbourne Olympics
97,Brian Doyle,VIC,1956.0,M8+,1956 Melbourne Olympics
98,Neil Hewitt,VIC,1956.0,M8+,1956 Melbourne Olympics
99,Steve Roll,NSW,1958.0,M2-,1958 Commonwealth Games
100,Kevyn Webb,NSW,1958.0,M2-,1958 Commonwealth Games
101,Bruce Evans,NSW,1958.0,M4-,1958 Commonwealth Games
102,Neville Clinton,NSW,1958.0,M4-,1958 Commonwealth Games
103,Kenneth Railton,NSW,1958.0,M4-,1958 Commonwealth Games
104,Victor Schweikert,NSW,1958.0,M4-,1958 Commonwealth Games
105,Ralfe Currall,NSW,1958.0,M4+,1958 Commonwealth Games
106,Roland Waddington,NSW,1958.0,M4+,1958 Commonwealth Games
107,Mick Allen,NSW,1958.0,M4+,1958 Commonwealth Games
108,Kevin Evans,NSW,1958.0,M4+,1958 Commonwealth Games
109,Ian Tutty,NSW,1960.0,M2x,1960 Rome Olympics
110,John Hunt,VIC,1960.0,M2-,1960 Rome Olympics
111,Terry Davies,VIC,1960.0,M2-,1960 Rome Olympics
112,Paul Guest,VIC,1960.0,M2+,1960 Rome Olympics
113,Ian Johnston,VIC,1960.0,M2+,1960 Rome Olympics
114,Brian Vear,VIC,1960.0,M4-,1960 Rome Olympics
115,Peter Guest,VIC,1960.0,M4-,1960 Rome Olympics
116,Peter Gillon,VIC,1960.0,M4-,1960 Rome Olympics
117,Kim Jelbart,VIC,1960.0,M4-,1960 Rome Olympics
118,Max Annett,NSW,1960.0,M4+,1960 Rome Olympics
119,John Hudson,NSW,1960.0,M4+,1960 Rome Olympics
120,Milton Francis,WA,1960.0,M8+,1960 Rome Olympics
121,Geoffrey Hale,WA,1960.0,M8+,1960 Rome Olympics
122,John Ledder,WA,1960.0,M8+,1960 Rome Olympics
123,Alex Cunningham,WA,1960.0,M8+,1960 Rome Olympics
124,Maxwell Gamble,WA,1960.0,M8+,1960 Rome Olympics
125,Berry Durston,WA,1960.0,M8+,1960 Rome Olympics
126,Roger Ninham,WA,1960.0,M8+,1960 Rome Olympics
127,John Rosser,WA,1960.0,M8+,1960 Rome Olympics
128,Terrence Scook,WA,1960.0,M8+,1960 Rome Olympics
129,John Castle,VIC,1962.0,M4+,1962 World Rowing Championships
130,Robin Jones,VIC,1962.0,M4+,1962 World Rowing Championships
131,Peter Edwards,VIC,1962.0,M4+,1962 World Rowing Championships
132,Kevin Wickham,VIC,1962.0,M4+,1962 World Rowing Championships
133,Ian Douglas,VIC,1962.0,M8+,1962 World Rowing Championships
134,Charles Lehman,VIC,1962.0,M8+,1962 World Rowing Championships
135,Graeme McCall,VIC,1962.0,M8+,1962 World Rowing Championships
136,Martin Tomanovits,VIC,1962.0,M8+,1962 World Rowing Championships
137,David Palfreyman,VIC,1962.0,M8+,1962 World Rowing Championships
138,Barclay Wade,NSW,1962.0,M2x,1962 Commonwealth Games
139,Graeme Squires,TAS,1962.0,M2x,1962 Commonwealth Games
140,Bill Hatfield,NSW,1962.0,M2-,1962 Commonwealth Games
141,Simon Newcomb,VIC,1962.0,M4-,1962 Commonwealth Games
142,David John,VIC,1962.0,M4+,1962 Commonwealth Games
143,David Caithness,VIC,1962.0,M4+,1962 Commonwealth Games
144,Derek Norwood,VIC,1962.0,M4+,1962 Commonwealth Games
145,David Ramage,VIC,1962.0,M4+,1962 Commonwealth Games
146,Phillip Sarah,VIC,1962.0,M4+,1962 Commonwealth Games
147,Duchan Stankovich,VIC,1962.0,M8+,1962 Commonwealth Games
148,Gary Pearce,NSW,1964.0,M2x,1964 Tokyo Olympics
149,Robert Shirlaw,NSW,1964.0,M2-,1964 Tokyo Olympics
150,Neil Lodding,VIC,1964.0,M2+,1964 Tokyo Olympics
151,Bruce Richardson,VIC,1964.0,M2+,1964 Tokyo Olympics
152,Wayne Gammon,VIC,1964.0,M2+,1964 Tokyo Olympics
153,Anthony Walker,VIC,1964.0,M4-,1964 Tokyo Olympics
154,Richard Garrard,VIC,1964.0,M4-,1964 Tokyo Olympics
155,Alf Duval,NSW,1964.0,M4+,1964 Tokyo Olympics
156,John Campbell,NSW,1964.0,M4+,1964 Tokyo Olympics
157,Gary Herford,NSW,1964.0,M4+,1964 Tokyo Olympics
158,Alan Grover,NSW,1964.0,M4+,1964 Tokyo Olympics
159,Robert Lachal,VIC,1964.0,M8+,1964 tokyo Olympics
160,George Xouris,VIC,1966.0,M4-,1966 World Rowing Championships
161,Peter Philp,VIC,1966.0,M4-,1966 World Rowing Championships
162,John Ranch,NSW,1966.0,M4+,1966 World Rowing Championships
163,Chris Stevens,NSW,1966.0,M4+,1966 World Rowing Championships
164,Peter Dickson,NSW,1966.0,M4+,1966 World Rowing Championships
165,Brian Thomas,NSW,1966.0,M4+,1966 World Rowing Championships
166,Mal McKenzie,VIC,1966.0,M8+,1966 World Rowing Championships
167,Graeme Boykett,VIC,1966.0,M8+,1966 World Rowing Championships
168,John Stuckey,VIC,1966.0,M8+,1966 World Rowing Championships
169,Tom Daffy,VIC,1966.0,M8+,1966 World Rowing Championships
170,Stephen Gillon,VIC,1967.0,M4+,1967 North American and US Championships
171,David Douglas,VIC,1967.0,M4+,1967 North American and US Championships
172,John Narry,VIC,1967.0,M4+,1967 North American and US Championships
173,Not allocated,,,,
174,Terry Hayes,NSW,1967.0,M8+,1967 North American and US Championships
175,Ian McWhirter,NSW,1967.0,M8+,1967 North American and US Championships
176,Lindsay Freeman,NSW,1967.0,M8+,1967 North American and US Championships
177,Reg Free,TAS,1967.0,M8+,1967 North American and US Championships
178,Michael Morgan,NSW,1967.0,M8+,1967 North American and US Championships
179,Brian Denny,NSW,1967.0,M8+,1967 North American and US Championships
180,Joe Fazio,NSW,1968.0,M8+,1968 Tokyo Olympics
181,Jeff Watt,VIC,1970.0,M2-,1970 World Rowing Championships
182,Chris King,TAS,1970.0,M2+,1970 World Rowing Championships
183,John Shanasy,VIC,1970.0,M2+,1970 World Rowing Championships
184,David Rattray,TAS,1970.0,M4+,1970 World Rowing Championships
185,Victor Gibson,TAS,1970.0,M4+,1970 World Rowing Championships
186,Tim McKay,TAS,1970.0,M4+,1970 World Rowing Championships
187,Roger Manton,TAS,1970.0,M4+,1970 World Rowing Championships
188,Rod Elleway,SA,1970.0,M8+,1970 World Rowing Championships
189,Jack Hume,SA,1970.0,M8+,1970 World Rowing Championships
190,Kerry Jelbart,VIC,1970.0,M8+,1970 World Rowing Championships
191,Geoff Godkin,VIC,1970.0,M8+,1970 World Rowing Championships
192,Kim Mackney,NSW,1972.0,M2-,1972 Munich Olympics
193,John Lee,NSW,1972.0,M4+,1972 Munich Olympics
194,Phillip Wilkinson,NSW,1972.0,M4+,1972 Munich Olympics
195,Will Baillieu,VIC,1972.0,M4+,1972 Munich Olympics
196,Peter Shakespear,WA,1972.0,M4+,1972 Munich Olympics
197,Vern Bowrey,NSW,1972.0,M4+,1972 Munich Olympics
198,Malcolm Shaw,NSW,1972.0,M8+,1972 Munich Olympics
199,Robert Paver,NSW,1972.0,M8+,1972 Munich Olympics
200,Richard Curtin,NSW,1972.0,M8+,1972 Munich Olympics
201,John Clark,NSW,1972.0,M8+,1972 Munich Olympics
202,Bryan Curtin,NSW,1972.0,M8+,1972 Munich Olympics
203,Shirley Graham,QLD,1972.0,W1x,1972 European Rowing Championships
204,Jeff Sykes,VIC,1973.0,M1x,1973 European Rowing Championships
205,Tim Conrad,NSW,1973.0,M2-,1973 European Rowing Championships
206,Gary Dehring,WA,1973.0,M4+,1973 European Rowing Championships
207,Bill Dankbaar,SA,1973.0,M4+,1973 European Rowing Championships
208,Will Liley,VIC,1973.0,M4+,1973 European Rowing Championships
209,Laurie Anderson,WA,1973.0,M4+,1973 European Rowing Championships
210,Brian Tonkin,WA,1973.0,M4+,1973 European Rowing Championships
211,Evelyn Adams,NSW,1974.0,W2-,1974 World Rowing Championships
212,Lydia Miladinovic,NSW,1974.0,W2-,1974 World Rowing Championships
213,George Petelin,QLD,1974.0,M1x,1974 World Rowing Championships
214,Bryan Weir,NSW,1974.0,M2-,1974 World Rowing Championships
215,Steve Newnham,NSW,1974.0,M2-,1974 World Rowing Championships
216,Gavin Jenner,WA,1974.0,M4-,1974 World Rowing Championships
217,William Magennis,VIC,1974.0,M4-,1974 World Rowing Championships
218,Ted O'Loughlin,NSW,1974.0,M8+,1974 World Rowing Championships
219,Ian Luxford,NSW,1974.0,M8+,1974 World Rowing Championships
220,Chris Shinners,NSW,1974.0,M8+,1974 World Rowing Championships
221,Joe Donnelly,NSW,1974.0,M8+,1974 World Rowing Championships
222,Colin Smith,VIC,1974.0,ML4-,1974 World Rowing Championships
223,Geoff Rees,VIC,1974.0,ML4-,1974 World Rowing Championships
224,Andrew Michelmore,VIC,1974.0,ML4-,1974 World Rowing Championships
225,Campbell Johnstone,VIC,1974.0,ML4-,1974 World Rowing Championships
226,Sally Harding,VIC,1975.0,W4+,1975 World Rowing Championships
227,Vivian Roe,VIC,1975.0,W4+,1975 World Rowing Championships
228,Pam Murray,VIC,1975.0,W4+,1975 World Rowing Championships
229,Wendy John,VIC,1975.0,W4+,1975 World Rowing Championships
230,Jan Coxhead,VIC,1975.0,W4+,1975 World Rowing Championships
231,Robert Alexander,QLD,1975.0,M1x,1975 World Rowing Championships
232,William Newton,NSW,1975.0,M2x,1975 World Rowing Championships
233,Dick Reddell,NSW,1975.0,M2x,1975 World Rowing Championships
234,Michael Crowley,NSW,1975.0,M2+,1975 World Rowing Championships
235,Terry O'Hanlon,NSW,1975.0,M2+,1975 World Rowing Championships
236,Simon Dean,TAS,1975.0,M8+,1975 World Rowing Championships
237,Ian Clubb,NSW,1975.0,M8+,1975 World Rowing Championships
238,Brian Richardson,VIC,1975.0,M8+,1975 World Rowing Championships
239,Paul Rowe,NSW,1975.0,ML1x,1975 World Rowing Championships
240,Ted Hale,NSW,1976.0,M1x,1976 Montreal Olympics
241,Athol MacDonald,NSW,1976.0,M8+,1976 Montreal Olympics
242,Gary Uebergang,NSW,1976.0,M8+,1976 Montreal Olympics
243,Islay Lee,NSW,1976.0,M8+,1976 Montreal Olympics
244,Stuart Carter,NSW,1976.0,M8+,1976 Montreal Olympics
245,Anne Chirnside,VIC,1977.0,W4+,1977 World Rowing Championships
246,Vicki Spooner,NSW,1977.0,W4+,1977 World Rowing Championships
247,Jillian McCure,NSW,1977.0,W4+,1977 World Rowing Championships
248,Murray Ross,VIC,1977.0,M8+,1977 World Rowing Championships
249,Ian Paver,NSW,1977.0,M8+,1977 World Rowing Championships
250,Stephen Handley,NSW,1977.0,M8+,1977 World Rowing Championships
251,David Clark,NSW,1977.0,M8+,1977 World Rowing Championships
252,Tony Brown,NSW,1977.0,M8+,1977 World Rowing Championships
253,Gordon Clubb,NSW,1977.0,M8+,1977 World Rowing Championships
254,Stephen Saunders,WA,1977.0,M8+,1977 World Rowing Championships
255,John Bailey,NSW,1977.0,ML1x,1977 World Rowing Championships
256,Peter Antonie,VIC,1977.0,ML4-,1977 World Rowing Championships
257,Simon Gillett,VIC,1977.0,ML4-,1977 World Rowing Championships
258,Phillip Gardiner,VIC,1977.0,ML8+,1977 World Rowing Championships
259,Malcolm Robertson,VIC,1977.0,ML8+,1977 World Rowing Championships
260,Phillip Ainsworth,VIC,1977.0,ML8+,1977 World Rowing Championships
261,Rodney Stewart,VIC,1977.0,ML8+,1977 World Rowing Championships
262,Ian Porter,VIC,1977.0,ML8+,1977 World Rowing Championships
263,Alan de Belin,NSW,1977.0,ML8+,1977 World Rowing Championships
264,John Hawkins,VIC,1977.0,ML8+,1977 World Rowing Championships
265,David England,VIC,1977.0,ML8+,1977 World Rowing Championships
266,Shanne McGinnis,TAS,1978.0,W4x+,1978 World Rowing Championships
267,Elizabeth Monti,NSW,1978.0,W4x+,1978 World Rowing Championships
268,Wendy Alexander,QLD,1978.0,W4x+,1978 World Rowing Championships
269,Leisa Paterson,VIC,1978.0,W4x+,1978 World Rowing Championships
270,Not allocated,,,,
271,Maureen Revington,NSW,1978.0,W8+,1978 World Rowing Championships
272,Barbara Griffiths,VIC,1978.0,W8+,1978 World Rowing Championships
273,Jenny Dalziell,NSW,1978.0,W8+,1978 World Rowing Championships
274,Pam Westendorf,VIC,1978.0,W8+,1978 World Rowing Championships
275,Verna Westwood,WA,1978.0,W8+,1978 World Rowing Championships
276,Barbara Henrich,SA,1978.0,W8+,1978 World Rowing Championships
277,Dale Henrich,SA,1978.0,W8+,1978 World Rowing Championships
278,Jasmine Jarvis,NSW,1978.0,W8+,1978 World Rowing Championships
279,Robert McGowan,NSW,1978.0,M2x,1978 World Rowing Championships
280,Rob Lang,SA,1978.0,M2-,1978 World Rowing Championships
281,John Bolt,SA,1978.0,M2-,1978 World Rowing Championships
282,Brenton Parson,SA,1978.0,M2+,1978 World Rowing Championships
283,Tim Young,VIC,1978.0,M4-,1978 World Rowing Championships
284,James Lowe,VIC,1978.0,M4-,1978 World Rowing Championships
285,Henry Duncan,SA,1978.0,M4+,1978 World Rowing Championships
286,Andrew Withers,VIC,1978.0,M4+,1978 World Rowing Championships
287,Martin Aitken,VIC,1978.0,M4+,1978 World Rowing Championships
288,Jim Stride,NSW,1978.0,M8+,1978 World Rowing Championships
289,John Sivewright,NSW,1978.0,M8+,1978 World Rowing Championships
290,Not allocated,,,,
291,Andrew McKinley,VIC,1978.0,ML1x,1978 World Rowing Championships
292,Vaughan Bollen,SA,1978.0,ML4-,1978 World Rowing Championships
293,Dennis Hatcher,VIC,1978.0,ML8+,1978 World Rowing Championships
294,Bob Cooper,SA,1978.0,ML8+,1978 World Rowing Championships
295,Lyall McCarthy,NSW,1978.0,ML8+,1978 World Rowing Championships
296,Adrian Maginn,VIC,1978.0,ML8+,1978 World Rowing Championships
297,Mary Renouf,VIC,1979.0,W1x,1979 World Rowing Championships
298,Susie Palfreyman,VIC,1979.0,W4+,1979 World Rowing Championships
299,Stephen Shirrefs,VIC,1979.0,M2-,1979 World Rowing Championships
300,Alex Sloan,VIC,1979.0,M2-,1979 World Rowing Championships
301,Anthony Anisimoff,NSW,1979.0,M4-,1979 World Rowing Championships
302,Phil Winkworth,NSW,1979.0,M4-,1979 World Rowing Championships
303,Noel Donaldson,VIC,1979.0,M8+,1979 World Rowing Championships
304,Stephen Spurling,VIC,1979.0,ML1x,1979 World Rowing Championships
305,Geoff Webb,NSW,1979.0,ML4-,1979 World Rowing Championships
306,Gary Hefer,NSW,1979.0,ML4-,1979 World Rowing Championships
307,Clyde Hefer,NSW,1979.0,ML4-,1979 World Rowing Championships
308,Graham Wearne,NSW,1979.0,ML4-,1979 World Rowing Championships
309,Michael Smith,NSW,1979.0,ML8+,1979 World Rowing Championships
310,Tim Willoughby,SA,1980.0,M8+,1980 Moscow Olympics
311,Not allocated,,,,
312,Graham Gardiner,NSW,1980.0,ML4-,1980 World Rowing Championships
313,Charles Bartlett,VIC,1980.0,ML4-,1980 World Rowing Championships
314,Jacqui Marshall,VIC,1981.0,W2-,1981 World Rowing Championships
315,Graham Jones,NSW,1981.0,M4+,1981 World Rowing Championships
316,James Battersby,NSW,1981.0,M4+,1981 World Rowing Championships
317,John Bentley,SA,1981.0,M4+,1981 World Rowing Championships
318,Michael Sim,VIC,1981.0,M4+,1981 World Rowing Championships
319,Bruce Keynes,SA,1982.0,M4+,1982 World Rowing Championships
320,Gavin Thredgold,SA,1982.0,M4+,1982 World Rowing Championships
321,Robert Allen,NSW,1982.0,ML1x,1982 World Rowing Championships
322,Neville Kempton,WA,1982.0,ML8+,1982 World Rowing Championships
323,Simon Cook,VIC,1982.0,ML8+,1982 World Rowing Championships
324,Bruce House,TAS,1982.0,ML8+,1982 World Rowing Championships
325,Rob Gardner,VIC,1982.0,ML8+,1982 World Rowing Championships
326,David Fisher,VIC,1982.0,ML8+,1982 World Rowing Championships
327,Timothy McLaren,NSW,1983.0,M1x,1983 World Rowing Championships
328,Samuel Patten,VIC,1983.0,M8+,1983 World Rowing Championships
328A,Mick Partridge,TAS,1982.0,ML8+,1982 World Rowing Championships
329,Ian Edmunds,QLD,1983.0,M8+,1983 World Rowing Championships
330,David Doyle,VIC,1983.0,M8+,1983 World Rowing Championships
331,Ion Popa,VIC,1983.0,M8+,1983 World Rowing Championships
332,John Quigley,SA,1983.0,M8+,1983 World Rowing Championships
333,Allan Pollock,NSW,1983.0,ML1x,1983 World Rowing Championships
334,Brian Digby,VIC,1983.0,ML8+,1983 World Rowing Championships
335,Paul Harvey,TAS,1983.0,ML8+,1983 World Rowing Championships
336,Greg Raszyk,WA,1983.0,ML8+,1983 World Rowing Championships
337,Richard Hay,WA,1983.0,ML8+,1983 World Rowing Championships
338,Ian Jordan,TAS,1983.0,ML8+,1983 World Rowing Championships
339,Graeme Barns,VIC,1983.0,ML8+,1983 World Rowing Championships
340,Robyn Grey-Gardner,SA,1984.0,W4+,1984 Los Angeles Olympics
341,Karen Brancourt,NSW,1984.0,W4+,1984 Los Angeles Olympics
342,Susan Chapman,VIC,1984.0,W4+,1984 Los Angeles Olympics
343,Margot Foster,VIC,1984.0,W4+,1984 Los Angeles Olympics
344,Susan Lee,VIC,1984.0,W4+,1984 Los Angeles Olympics
345,Paul Reedy,VIC,1984.0,M4x,1984 Los Angeles Olympics
346,Gary Gullock,VIC,1984.0,M4x,1984 Los Angeles Olympics
347,Anthony Lovrich,WA,1984.0,M4x,1984 Los Angeles Olympics
348,Robert Booth,SA,1984.0,M2-,1984 Los Angeles Olympics
349,Duncan Fisher,QLD,1984.0,M4-,1984 Los Angeles Olympics
350,Craig Muller,NSW,1984.0,M8+,1984 Los Angeles Olympics
351,Steve Evans,NSW,1984.0,M8+,1984 Los Angeles Olympics
352,William Digby,VIC,1984.0,ML4,1984 World Rowing Championships
353,Stuart Wilson,VIC,1984.0,ML4,1984 World Rowing Championships
354,Merrick Howes,NSW,1984.0,ML8+,1984 World Rowing Championships
355,Russell Hookway,TAS,1984.0,ML8+,1984 World Rowing Championships
356,Dale Caterson,NSW,1984.0,ML8+,1984 World Rowing Championships
357,Brenton Terrell,SA,1985.0,M1x,1985 World Rowing Championships
358,Richard Powell,QLD,1985.0,M4x,1985 World Rowing Championships
359,Martin O'Halloran,VIC,1985.0,M8+,1985 World Rowing Championships
360,Richard Paterson,NSW,1985.0,M8+,1985 World Rowing Championships
361,Chester MacDonald,SA,1985.0,M8+,1985 World Rowing Championships
362,Andrew Ambrose,NSW,1985.0,M8+,1985 World Rowing Championships
363,Stan Humiecki,NSW,1985.0,M8+,1985 World Rowing Championships
364,Joel Mayne,SA,1985.0,M8+,1985 World Rowing Championships
365,Ian Belot,VIC,1985.0,M8+,1985 World Rowing Championships
366,James Tomkins,VIC,1985.0,M8+,1985 World Rowing Championships
367,Adair Ferguson,QLD,1985.0,WL1x,1985 World Rowing Championships
368,Gayle Toogood,VIC,1985.0,WL4-,1985 World Rowing Championships
369,Amanda Cross,SA,1985.0,WL4-,1985 World Rowing Championships
370,Denise Rennex,NSW,1985.0,WL4-,1985 World Rowing Championships
371,Karin Riedel,SA,1985.0,WL4-,1985 World Rowing Championships
372,Joe Joyce,VIC,1985.0,ML8+,1985 World Rowing Championships
373,Derek Mollison,VIC,1985.0,ML8+,1985 World Rowing Championships
374,Robert Rowlands,SA,1985.0,ML8+,1985 World Rowing Championships
375,Annelies Voorthuis,NSW,1986.0,W2-,1986 World Rowing Championships
376,Marilyn Kidd,NSW,1986.0,W4+,1986 World Rowing Championships
377,Deborah Bassett,VIC,1986.0,W4+,1986 World Rowing Championships
378,Kay Fry,VIC,1986.0,W4+,1986 World Rowing Championships
379,James Galloway,NSW,1986.0,M8+,1986 World Rowing Championships
380,Malcolm Batten,QLD,1986.0,M8+,1986 World Rowing Championships
381,Andrew Cooper,VIC,1986.0,M8+,1986 World Rowing Championships
382,Mike McKay,VIC,1986.0,M8+,1986 World Rowing Championships
383,Mark Doyle,VIC,1986.0,M8+,1986 World Rowing Championships
384,Virginia Lee,NSW,1986.0,WL4-,1986 World Rowing Championships
385,Deborah Clingeleffer,NSW,1986.0,WL4-,1986 World Rowing Championships
386,Alison Smith,SA,1986.0,W2-,1986 Commonwealth Games
387,Catherine Hall,VIC,1986.0,W2-,1986 Commonwealth Games
388,Not allocated,,,,
389,Urszula Stanny,TAS,1986.0,W8+,1986 Commonwealth Games
390,Glenn Myler,TAS,1986.0,M2-,1986 Commonwealth Games
391,Neil Myers,VIC,1986.0,M4-,1986 Commonwealth Games
392,Rachel McInnes,VIC,1987.0,W4+,1987 World Rowing Championships
393,Felicity McCall,VIC,1987.0,W4+,1987 World Rowing Championships
394,Richard Howden,VIC,1987.0,M2-,1987 World Rowing Championships
395,Peter Tomanovits,VIC,1987.0,M2-,1987 World Rowing Championships
396,Hamish McLachlan,SA,1987.0,M4+,1987 World Rowing Championships
397,Richard Finlayson,NSW,1987.0,M4+,1987 World Rowing Championships
398,Richard Graham,QLD,1987.0,M4+,1987 World Rowing Championships
399,Nick Sellars,SA,1987.0,M4+,1987 World Rowing Championships
400,Hamish McGlashan,VIC,1987.0,M8+,1987 World Rowing Championships
401,Leeanne Whitehouse,VIC,1987.0,WL4-,1987 World Rowing Championships
402,Marina Cade,VIC,1987.0,WL4+,1987 World Rowing Championships
403,Tom Sanchez,VIC,1987.0,ML8+,1987 World Rowing Championships
404,Nick Hunter,ACT,1987.0,ML8+,1987 World Rowing Championships
405,Andrew McCubbery,VIC,1987.0,ML8+,1987 World Rowing Championships
406,Lynton Hudson,QLD,1987.0,ML8+,1987 World Rowing Championships
407,Bruce Hick,ACT,1987.0,ML8+,1987 World Rowing Championships
408,Andrew Cox,NSW,1987.0,ML8+,1987 World Rowing Championships
409,Brigid Cassells,ACT,1988.0,WL4-,1988 World Rowing Championships
410,Justine Carroll,NSW,1988.0,WL4-,1988 World Rowing Championships
411,David Power,QLD,1988.0,ML4-,1988 World Rowing Championships
412,Rod Birt,QLD,1988.0,ML4-,1988 World Rowing Championships
413,Kate Dearden,QLD,1989.0,W2-,1989 World Rowing Championships
414,Stephen Nesbitt,SA,1989.0,M4-,1989 World Rowing Championships
415,Peter Murphy,NSW,1989.0,M4-,1989 World Rowing Championships
416,Cory Bernardi,SA,1989.0,M4,1989 World Rowing Championships
417,Tony Johnson,VIC,1989.0,M4-,1989 World Rowing Championships
418,Linda Boldt,VIC,1989.0,WL4-,1989 World Rowing Championships
419,Gini Skinner,VIC,1989.0,WL4-,1989 World Rowing Championships
420,Rebecca Joyce,VIC,1989.0,WL4-,1989 World Rowing Championships
421,Sally Ninham,ACT,1989.0,WL4-,1989 World Rowing Championships
422,Nick Weston,VIC,1989.0,ML4-,1989 World Rowing Championships
423,Tim Brew,VIC,1989.0,ML4-,1989 World Rowing Championships
424,Simon Pringle,VIC,1989.0,ML4-,1989 World Rowing Championships
425,David Belcher,SA,1989.0,ML4-,1989 World Rowing Championships
426,Jennifer Luff,NSW,1990.0,W2x,1990 World Rowing Championships
427,Gillian Campbell,NSW,1990.0,W2x,1990 World Rowing Championships
428,Anna McFarlane,VIC,1990.0,W2-,1990 World Rowing Championships
429,Samantha Stewart,VIC,1990.0,W2-,1990 World Rowing Championships
430,Andrea Coss,WA,1990.0,W4-,1990 World Rowing Championships
431,Josslyn Else,SA,1990.0,W4-,1990 World Rowing Championships
432,Jodie Dobson,VIC,1990.0,W8+,1990 World Rowing Championships
433,Cathy Stock,ACT,1990.0,W8+,1990 World Rowing Championships
434,Ballanda Sack,ACT,1990.0,W8+,1990 World Rowing Championships
435,Courtney Johnston,QLD,1990.0,W8+,1990 World Rowing Championships
436,Robin Bakker,QLD,1990.0,M4x,1990 World Rowing Championships
437,Jason Day,VIC,1990.0,M4x,1990 World Rowing Championships
438,Nick Green,VIC,1990.0,M4-,1990 World Rowing Championships
439,Andrew Muller,VIC,1990.0,M4+,1990 World Rowing Championships
440,David Colvin,VIC,1990.0,M4+,1990 World Rowing Championships
441,Simon Guerke,NSW,1990.0,M8+,1990 World Rowing Championships
442,Nick McDonald-Crowley,NSW,1990.0,M8+,1990 World Rowing Championships
443,Warwick Hooper,VIC,1990.0,M8+,1990 World Rowing Championships
444,Bruce McWatt,TAS,1990.0,M8+,1990 World Rowing Championships
445,James Baker,VIC,1990.0,M8+,1990 World Rowing Championships
446,Simon Spriggs,VIC,1990.0,M8+,1990 World Rowing Championships
447,Rob Scott,WA,1990.0,M8+,1990 World Rowing Championships
448,Matthew Dingle,VIC,1990.0,M8+,1990 World Rowing Championships
449,Shelley Murtagh,QLD,1990.0,WL2x,1990 World Rowing Championships
450,Sandra Harvey,TAS,1990.0,WL2x,1990 World Rowing Championships
451,Tim Wise,VIC,1990.0,ML1x,1990 World Rowing Championships
452,Sam Golding,VIC,1990.0,ML2x,1990 World Rowing Championships
453,Simon Burgess,TAS,1990.0,ML4x,1990 World Rowing Championships
454,Gary Lynagh,QLD,1990.0,ML4x,1990 World Rowing Championships
455,Stephen Hawkins,TAS,1990.0,ML4x,1990 World Rowing Championships
456,Gavin Russell,SA,1990.0,ML4,1990 World Rowing Championships
457,John Keogh,TAS,1990.0,ML4,1990 World Rowing Championships
458,Ian Rycroft,VIC,1990.0,ML8+,1990 World Rowing Championships
459,William Peden,VIC,1990.0,ML8+,1990 World Rowing Championships
460,Simon Morrison,VIC,1990.0,ML8+,1990 World Rowing Championships
461,Peter Scott,VIC,1990.0,ML8+,1990 World Rowing Championships
462,Fleur Spriggs,QLD,1991.0,W2-,1991 World Rowing Championships
463,Emmy Snook,WA,1991.0,W4-,1991 World Rowing Championships
464,Megan Still,NSW,1991.0,W4-,1991 World Rowing Championships
465,Kate Slatter,SA,1991.0,W4-,1991 World Rowing Championships
466,Georgia Green,VIC,1991.0,W8+,1991 World Rowing Championships
467,Craig Jones,ACT,1991.0,M4x,1991 World Rowing Championships
468,Richard Roach,NSW,1991.0,M8+,1991 World Rowing Championships
469,Matthew Roach,NSW,1991.0,M8+,1991 World Rowing Championships
470,David Weightman,QLD,1991.0,M8+,1991 World Rowing Championships
471,Not allocated,,,,
472,Sue Herold,VIC,1991.0,WL2x,1991 World Rowing Championships
473,Tamsin Angus-Leppan,NSW,1991.0,WL4-,1991 World Rowing Championships
474,Deirdre Fraser,VIC,1991.0,WL4-,1991 World Rowing Championships
475,Matthew Weir,SA,1991.0,ML4-,1991 World Rowing Championships
476,Raoul Luescher,VIC,1991.0,ML8+,1991 World Rowing Championships
477,Simon Langenbacher,VIC,1991.0,ML8+,1991 World Rowing Championships
478,Matthew McArdle,VIC,1992.0,M2-,1992 Barcelona Olympics
479,Wayne Diplock,QLD,1992.0,M8+,1992 Barcelona Olympics
480,Jaime Fernandez,SA,1992.0,M8+,1992 Barcelona Olympics
481,Ben Dodwell,VIC,1992.0,M8+,1992 Barcelona Olympics
482,Boden Hanson,QLD,1992.0,M8+,1992 Barcelona Olympics
483,Liz Moller,ACT,1992.0,WL4,1992 World Rowing Championships
484,Marina Hatzakis,QLD,1993.0,W2x,1993 World Rowing Championships
485,Victoria Toogood,SA,1993.0,W2x,1993 World Rowing Championships
486,Alison Davies,SA,1993.0,W2x,1993 World Rowing Championships
487,Gina Douglas,VIC,1993.0,W4-,1993 World Rowing Championships
488,Marcus Hanna,NSW,1993.0,M4+,1993 World Rowing Championships
489,Robert Jahrling,NSW,1993.0,M4+,1993 World Rowing Championships
490,Brett Hayman,VIC,1993.0,M4+,1993 World Rowing Championships
491,Shane McLaughlin,NSW,1993.0,M8+,1993 World Rowing Championships
492,Nick Porzig,WA,1993.0,M8+,1993 World Rowing Championships
493,Ceinwen Fay,QLD,1993.0,WL2x,1993 World Rowing Championships
